learn_rate,num_hidden_nodes,weight_range,beta,c,error
1.5,12,2.25,260,260,0.246249242
2.5,8,2.25,420,100,0.246349538
2.5,4,2.5,100,340,0.246410617
2,12,2.5,340,180,0.246516293
1.5,12,2,100,100,0.246567113
1.75,14,2.25,180,180,0.246717237
2.25,12,2.5,340,180,0.246750557
1.75,12,2.5,100,340,0.246995023
1.5,12,2.5,340,420,0.247071868
2.5,6,2,340,420,0.247125634
2,12,1.75,340,420,0.247213442
2,14,2.5,420,180,0.247224492
2.25,8,2,340,180,0.247637568
1.5,12,2.5,180,340,0.247718719
2.5,10,1.75,420,420,0.247838609
2.25,14,2.5,420,180,0.247897408
2.5,12,1.75,180,420,0.247911074
1.75,6,2.25,180,260,0.247993896
1.5,14,1.75,340,260,0.248072027
2.5,6,2,180,420,0.248125025
2.5,12,2.5,100,260,0.248382078
2.25,4,2.5,260,180,0.248395391
1.75,12,2.5,260,420,0.248449206
1.5,14,2.25,180,340,0.248538123
1.5,10,1.75,260,340,0.248574433
1.75,12,2.25,260,100,0.248735846
2.5,10,2.5,100,100,0.248923961
1.75,10,2,180,180,0.248969288
2.5,14,1.75,180,420,0.249019827
1.5,12,2.5,420,420,0.249062464
2.5,6,2,340,260,0.249156656
1.75,14,1.75,420,340,0.249192649
2.5,12,2,260,180,0.249280126
1.75,6,2,180,100,0.249351083
2,4,2.5,340,340,0.249435047
1.5,12,1.75,100,340,0.249437953
2.5,12,2.5,260,180,0.249456026
1.75,10,1.75,260,340,0.249788595
2.25,8,2.25,340,100,0.249818957
2,14,1.75,260,340,0.249901326
2,14,2.5,100,260,0.249930899
2.25,14,1.75,340,340,0.250278821
1.75,8,2,180,260,0.250343376
1.75,10,2.5,340,100,0.25036843
2,12,2.5,340,340,0.250371719
2.25,4,2.5,260,340,0.250394689
2.25,14,2.5,260,260,0.250399262
2,14,1.75,180,340,0.250443558
1.5,12,1.75,340,180,0.250559778
1.5,12,2.25,260,100,0.250575499
2,8,2,180,260,0.250604266
2.5,12,2.25,100,100,0.250800912
1.75,10,1.75,180,420,0.251129865
1.5,12,1.75,340,340,0.251375884
2.25,14,2,340,180,0.251484169
2.25,12,2.5,340,260,0.25161436
1.5,12,1.75,100,260,0.252177746
2.25,14,2.5,260,420,0.252251301
2,12,2.5,100,100,0.252357064
1.5,12,2,420,100,0.252538055
2.25,14,2.5,420,420,0.252616248
1.75,14,1.75,100,260,0.252729726
2.25,12,2.25,180,100,0.252774088
1.5,8,2,180,260,0.252800629
1.5,14,2.25,340,100,0.25287493
1.5,6,2.5,180,420,0.25310597
2.5,12,2,420,180,0.253249126
2.25,12,1.75,180,340,0.253349175
2,10,1.75,180,420,0.253417909
1.75,12,1.75,340,340,0.253431345
1.5,10,2.25,100,100,0.253448609
2,10,2,420,100,0.253516629
2.5,12,2.25,420,100,0.253576922
2.5,12,2.5,340,260,0.254079665
2.25,14,2.5,100,340,0.254190736
1.5,10,2.5,100,260,0.254247577
2,8,2,340,340,0.25425105
2,12,1.75,420,340,0.254311484
2,6,2,340,420,0.254403885
1.75,10,1.75,180,260,0.254421912
1.75,10,1.75,420,260,0.254484751
1.5,8,2,100,420,0.25453065
1.5,14,1.75,100,340,0.254631512
2.25,6,2,180,420,0.255057217
2.5,4,2.5,180,340,0.255091753
2,10,2,180,180,0.255103409
1.75,12,2.5,100,100,0.255174339
1.75,6,2,100,180,0.255220037
1.5,10,1.75,180,420,0.255511574
2.5,8,2,340,180,0.255544586
1.5,6,2,180,100,0.255606632
2.25,14,2,260,180,0.255652823
2,14,1.75,340,420,0.255691279
1.75,14,2.25,340,100,0.255710165
1.5,6,2.5,260,180,0.255863733
2.5,14,2.5,100,260,0.255888965
2,6,2,100,420,0.25600562
1.75,12,2.5,340,180,0.256009717
2.25,8,2,340,340,0.256058782
1.5,6,2.5,260,100,0.256131478
2.5,6,2,340,340,0.256136091
1.5,6,2.5,420,340,0.25627859
2,4,2.5,260,180,0.256495611
2.5,14,2.25,340,180,0.256602885
1.5,14,2,420,100,0.256652263
2.5,4,2.5,420,420,0.256985859
2,6,2,340,340,0.257000126
2,14,2.5,340,340,0.257239645
1.5,12,2.5,180,260,0.257255478
2.25,8,2,180,260,0.257371554
2,14,2.25,180,180,0.257385774
2.25,6,2,340,340,0.257419409
2,4,2.5,100,100,0.257428065
1.75,10,2.25,100,100,0.257495929
2.25,14,1.75,420,420,0.257525567
1.75,12,1.75,420,260,0.257556332
2.5,4,2.5,180,260,0.25775889
2.25,12,1.75,340,420,0.257863856
1.75,14,1.75,420,260,0.257881132
2.5,8,2,340,340,0.257961875
2.25,6,2,100,420,0.257984457
1.5,12,2.5,180,420,0.25850223
1.5,10,2.5,260,420,0.258694013
2.25,12,1.75,180,260,0.258766078
2.5,12,1.75,420,420,0.258798022
2,10,1.75,260,420,0.258956795
2.25,12,2.5,420,100,0.259030616
1.5,14,2.25,180,180,0.259092885
2.5,6,2,100,420,0.25909327
1.5,6,2,260,420,0.259305862
2.5,12,2.5,340,180,0.259333046
1.5,6,2.25,340,340,0.259453461
1.75,10,2,340,100,0.259481713
1.5,12,2.5,180,180,0.2595472
2,12,1.75,340,260,0.259711951
2,12,2.5,100,180,0.259786335
2.25,10,1.75,180,420,0.259808075
2,12,2.5,420,100,0.259820441
1.75,6,2,340,260,0.259918238
2,10,1.75,260,340,0.259956306
1.5,6,2.25,100,420,0.260193511
2,14,2.5,340,420,0.260235683
2,12,2.5,340,260,0.260465391
2.25,4,2.5,420,340,0.260470231
2.5,10,2,340,180,0.260624457
2,6,2,180,100,0.260648644
2,10,2.25,100,100,0.260652843
2.25,6,2,260,180,0.260863247
2.5,14,1.75,100,420,0.260870441
2.5,6,2,260,180,0.260947686
1.5,8,2.25,340,100,0.26097121
1.75,12,1.75,100,340,0.261056599
1.5,8,2,420,100,0.261191209
2,12,2.5,340,100,0.261206806
2.5,6,2,420,420,0.261276815
1.5,14,2,260,100,0.26179288
2,4,2.5,340,180,0.261802309
1.75,14,2.5,420,260,0.262039932
2,14,2.5,260,420,0.262083873
1.75,14,2.5,100,260,0.262120157
2.5,4,2.5,420,100,0.262179342
2.25,10,1.75,260,420,0.262439619
2,6,2,180,420,0.26244017
2.25,12,2.5,100,100,0.26266186
1.5,10,1.75,100,340,0.262806193
2,6,2,420,260,0.262835462
2,4,2.5,260,420,0.263333254
2.5,12,1.75,260,420,0.263380294
2.5,8,2,260,100,0.263423181
1.5,14,2,180,100,0.263433083
2,6,2,260,180,0.263453165
1.75,6,2,340,340,0.263500054
2.5,6,2,180,340,0.263522385
2,14,2.5,100,340,0.263686493
2.25,14,2,420,180,0.263745293
2.5,10,2,420,180,0.263893617
2.25,4,2.5,180,260,0.263992838
1.75,14,2.5,420,180,0.26421776
2,6,2,260,260,0.26427327
1.5,14,1.75,100,180,0.26433873
2,12,2.25,260,100,0.264344634
2.5,8,2,180,260,0.264406486
1.75,6,2,180,420,0.264479202
2.5,8,2.25,340,100,0.264503856
2,6,2,100,180,0.264770103
1.75,8,2,340,340,0.264998031
2.25,12,2.25,340,100,0.265154745
2.5,4,2.5,340,260,0.265183274
1.75,12,2,420,100,0.265223426
2.25,14,1.75,180,340,0.265235695
1.75,12,2.5,100,260,0.265275487
2.5,12,2.5,340,100,0.265483814
1.5,10,1.75,260,180,0.265828789
2.25,6,2,180,340,0.26603539
2.5,4,2.5,100,180,0.266045499
1.75,10,1.75,100,340,0.266096924
1.5,6,2.25,420,180,0.266192122
2.25,4,2.5,420,100,0.266277004
1.5,6,2.25,340,100,0.266285526
1.75,12,1.75,100,260,0.26630431
2.5,14,2.5,260,420,0.266319282
2.5,4,2.25,180,340,0.266374808
2.25,14,2.5,340,340,0.266520557
2,14,2.5,260,260,0.266709155
1.5,10,2.5,260,100,0.266911142
2.25,12,2.5,100,180,0.266940314
2.25,10,1.75,260,340,0.266984619
2,14,2.5,420,420,0.267032181
1.5,14,1.75,180,180,0.26718184
1.5,10,2.5,100,100,0.267386324
2.25,4,2.25,180,340,0.267397775
2.5,12,1.75,340,420,0.267402032
2.25,6,2,420,260,0.26741642
2,8,1.75,260,340,0.267497881
2.25,10,2,180,180,0.267500596
2.5,14,2.25,420,180,0.267583521
2.5,14,1.75,260,420,0.267663133
1.75,12,2,100,100,0.267955415
2.5,10,1.75,180,420,0.268175784
1.75,6,2,100,420,0.268303499
1.75,14,1.75,340,260,0.268484729
1.5,6,2,100,180,0.268496041
1.75,6,2,260,180,0.268521742
2.5,14,2.25,260,180,0.268756451
2.25,12,2,100,180,0.268803047
2.25,4,2.5,100,340,0.269086801
2.25,12,2.5,340,100,0.269105443
1.75,6,2,260,260,0.269152557
2.5,14,2.5,340,340,0.269246011
1.75,6,2,340,420,0.269435871
2.25,4,2.5,420,420,0.26949399
2.5,14,2.5,420,180,0.26960812
1.5,6,2.25,340,260,0.269682887
2.25,6,2,420,420,0.269806997
2.5,6,2,420,260,0.26982606
2.25,12,1.75,420,340,0.269839963
2.5,14,2.5,420,260,0.269881763
2.5,14,2.5,420,420,0.269900629
1.5,14,1.75,260,180,0.269918249
1.75,12,2.5,340,340,0.269929459
1.75,10,1.75,260,420,0.270125075
1.75,8,1.75,260,340,0.270267498
1.5,10,2,100,100,0.270335923
2.5,14,1.75,420,420,0.270349458
2,12,1.75,340,340,0.270474393
1.5,6,2.25,180,340,0.270502411
1.5,12,2,180,100,0.270534521
2,10,1.75,180,260,0.27055001
1.5,10,1.75,100,420,0.270590971
2.25,14,2.5,340,420,0.270898669
2,12,2.5,180,100,0.270977871
1.75,12,2.5,420,100,0.271028698
1.75,10,1.75,100,420,0.271275289
2.25,8,1.75,100,420,0.27128011
2.25,14,2.5,420,340,0.271300474
1.5,8,1.75,260,340,0.271755286
1.75,14,2.5,100,340,0.271962766
2,10,1.75,420,260,0.272048898
1.5,12,1.75,260,340,0.272128008
2.25,4,2.5,180,340,0.272152942
1.75,14,1.75,260,260,0.272186151
2,14,1.75,420,340,0.272202103
2.25,12,2.5,420,180,0.272225187
1.75,14,1.75,100,340,0.272266012
1.5,6,2.25,420,100,0.272423354
1.5,8,2.5,180,420,0.272462975
2.25,14,2,100,180,0.272543415
2.5,14,1.75,340,340,0.272720157
2.5,12,2.5,420,180,0.272848077
2.25,14,1.75,260,340,0.273168918
2.25,6,2,180,100,0.273235622
2,8,1.75,100,420,0.273252563
1.5,12,2.5,260,260,0.273309378
2.5,14,2.5,100,340,0.273447101
2.25,4,2.5,260,260,0.273465673
2,14,2.5,420,340,0.273471798
2.5,4,2.25,420,260,0.273609061
1.75,12,2.5,100,180,0.273722611
2.5,12,1.75,180,340,0.273727505
2,12,1.75,420,260,0.273754746
1.5,8,2.5,260,340,0.27394336
2.25,10,2,420,100,0.274302085
2.5,14,2.5,260,260,0.274319873
1.5,10,2,180,100,0.274337989
2.25,14,1.75,180,260,0.274392181
2.5,12,2.5,100,180,0.274467441
2,4,2.5,260,340,0.274474479
2,14,2.25,340,100,0.274688368
2,6,2,180,340,0.274770057
1.5,10,1.75,340,420,0.274780569
1.75,6,2,420,260,0.274982401
1.75,4,2.5,420,180,0.275119273
2.25,14,1.75,340,420,0.27526082
2.5,10,1.75,260,340,0.275348394
1.75,12,2.5,340,100,0.275570888
2,14,2.5,260,340,0.275613828
2,4,2.5,180,260,0.275649953
2.25,6,2,260,260,0.276116801
2.5,14,2,260,180,0.276145828
2,6,2,420,180,0.276307943
1.5,6,2,180,420,0.276468832
2.5,10,1.75,260,420,0.276483237
1.75,8,1.75,100,420,0.276517525
1.5,6,2.25,180,260,0.276585616
2.25,4,2.5,340,260,0.276688622
2,14,2.5,180,420,0.276958706
1.75,14,2,420,100,0.277043022
2.5,4,2.5,180,180,0.277087638
1.75,6,2,340,100,0.277156971
2.25,12,2.5,180,100,0.277204012
2.5,12,2.5,420,100,0.277309974
1.75,8,2,420,100,0.277487587
1.75,10,1.75,340,420,0.277522893
1.5,12,2.5,100,420,0.277569374
2.25,12,1.75,340,260,0.277587052
2.25,10,2.25,100,100,0.277606662
1.75,12,2.5,180,100,0.277625103
2,12,1.75,100,340,0.277674691
2.5,8,1.75,100,420,0.27771513
2.5,4,2.5,100,420,0.277812409
1.5,6,2,340,260,0.278121615
2.25,6,2,420,180,0.278125066
2.25,6,2,100,180,0.278417784
1.5,8,1.75,100,420,0.278491695
2.25,8,1.75,260,340,0.278516216
2.5,4,2.25,180,420,0.278551266
2.5,4,2.25,260,260,0.27868037
2.5,14,2.5,420,340,0.278743445
2.25,14,2.25,180,180,0.278952257
2.5,6,2,420,180,0.279144994
1.75,12,1.75,340,180,0.279468261
2.25,12,2,340,100,0.279590541
1.5,10,1.75,340,260,0.279628218
2.25,14,2.5,260,340,0.279649959
1.5,14,2,340,100,0.279992027
1.5,10,1.75,420,340,0.280069951
2,10,2,340,100,0.280110456
1.75,14,2.25,180,100,0.280147138
2.5,14,2.5,340,420,0.280779388
2.5,14,1.75,180,340,0.280783903
1.5,6,2.5,260,260,0.280792647
1.5,10,2.5,340,100,0.280825444
2.5,12,1.75,180,260,0.280934491
2.25,12,1.75,340,340,0.280982169
1.75,4,2.5,100,100,0.281031221
2,12,2.5,420,180,0.281068454
1.5,8,2,100,100,0.281075057
1.5,12,2.5,260,180,0.281622044
1.75,14,2.5,180,420,0.281677207
2,10,1.75,340,420,0.281795741
1.5,6,2,340,340,0.281989496
1.5,10,2.5,420,260,0.281996958
1.75,12,2.5,340,260,0.282027056
1.5,8,2,340,340,0.282147613
2,6,2,340,100,0.282177733
2.5,6,2,100,180,0.282335297
2,14,2.5,180,180,0.28245548
2.5,8,1.75,260,340,0.282766942
2.5,4,2.5,100,260,0.282807618
1.75,4,2.5,260,180,0.282812299
1.5,10,1.75,260,420,0.282812681
1.75,4,2.5,260,420,0.283420567
2,4,2.5,420,100,0.283525124
2,4,2.5,420,340,0.283578583
2.25,14,2.5,180,420,0.283632649
2,6,2,420,420,0.283677181
1.5,12,1.75,420,180,0.283775867
1.5,14,2.25,180,100,0.283997528
2.5,6,2,260,340,0.284033975
1.5,12,1.75,180,180,0.28411025
1.5,6,2,260,180,0.284161484
1.75,12,1.75,260,340,0.28434535
1.75,14,2.5,340,340,0.284394684
1.5,8,2,340,100,0.28450425
1.75,6,2,420,180,0.284719875
2.25,10,1.75,100,420,0.284864018
2.5,14,2.25,260,100,0.284919995
1.5,12,2.5,340,180,0.284955118
2,10,1.75,100,420,0.285057116
1.5,12,2.5,100,100,0.285488512
1.75,14,2.5,340,100,0.28562424
2.5,6,2,180,100,0.285700445
1.5,6,2,340,100,0.285937371
1.75,14,2.5,340,420,0.286010106
2.5,10,2,180,180,0.286015456
2.5,14,2,180,180,0.286029186
2.5,6,2,260,260,0.286204066
2.5,14,1.75,340,420,0.28650525
2.5,6,2,100,340,0.286627456
1.5,14,2.5,100,260,0.286932736
2,4,2.5,340,260,0.287268984
1.5,6,2,260,260,0.287269809
1.75,4,2.5,340,340,0.287296084
2.5,14,2.5,260,340,0.287326998
1.75,10,1.75,260,180,0.28734022
2,4,2.5,420,420,0.287393445
2,14,1.75,420,260,0.287616376
2.25,10,1.75,420,260,0.287751161
1.75,14,2,260,100,0.288232117
2,12,1.75,100,260,0.288402684
1.75,14,2.5,260,340,0.288450262
1.5,12,2,260,100,0.28847475
1.75,6,2,180,340,0.288590081
2.5,12,2.25,180,100,0.288857164
2.25,10,1.75,180,260,0.288868568
2.5,14,2.5,180,420,0.28907063
2.25,12,2.25,260,100,0.289193259
1.5,14,2,100,100,0.289571288
2.25,6,2,340,100,0.289883982
1.75,14,2.5,260,420,0.289958254
1.75,10,2,100,100,0.289975726
2.5,10,1.75,100,420,0.290160236
2.5,4,2.25,260,340,0.290289412
2.5,4,2.25,260,180,0.290470724
2,4,2.5,180,340,0.290514444
1.75,6,2,420,420,0.2905206
1.75,10,1.75,420,340,0.290539719
1.5,10,2,260,100,0.290668545
1.5,6,2,100,420,0.290746677
1.75,14,2,180,100,0.290928172
1.75,10,1.75,340,260,0.29100385
2.25,4,2.5,100,180,0.291008053
2.5,6,2,420,340,0.291017745
2.5,4,2.5,340,420,0.291089097
1.75,8,2,100,100,0.29119456
2.25,14,2.5,340,180,0.291274064
2,14,1.75,340,260,0.291374839
2.25,10,1.75,340,420,0.291525874
2,12,1.75,260,340,0.291647275
2.25,4,2.5,100,420,0.291700647
1.75,14,2.5,420,340,0.291821892
2,10,1.75,100,340,0.292618206
2.25,4,2.25,260,260,0.29268738
2.25,4,2.25,420,260,0.292884487
1.5,14,2.5,420,260,0.292986869
2.5,12,1.75,420,340,0.293097367
2.5,10,2,420,100,0.29356959
1.75,10,2,180,100,0.294072488
2.5,12,2.5,180,100,0.294213915
2,12,2,420,100,0.294237118
2,8,2,420,100,0.294266677
1.5,14,2.25,420,100,0.294292247
2,14,2.5,340,180,0.294430356
2,14,1.75,100,260,0.294470392
2.25,4,2.5,100,260,0.294660426
2.25,6,2,100,340,0.294686081
2.25,4,2.25,180,420,0.294756646
1.75,14,2.5,260,260,0.294973222
2.25,14,2.5,180,340,0.295290539
1.5,6,2,420,260,0.29538176
2.25,12,1.75,100,340,0.295444501
2,4,2.25,180,340,0.295518891
1.5,14,2.5,420,180,0.295521384
1.5,10,1.75,340,180,0.295576605
1.75,14,1.75,180,180,0.295591369
1.5,14,1.75,340,180,0.295593893
1.75,8,1.75,420,260,0.295689663
2.25,6,2,260,340,0.295875398
1.5,12,2.5,100,340,0.295954736
1.5,8,1.75,420,260,0.296174885
1.5,6,2,420,180,0.296219791
2.5,14,2,340,180,0.296322083
2,12,2,100,100,0.296512019
1.5,10,1.75,340,340,0.296514481
2.25,14,1.75,420,340,0.296658736
2,10,1.75,420,340,0.296807828
2.25,14,2.5,180,180,0.29700119
2,4,2.5,100,340,0.297056668
2.5,12,2,100,180,0.297119505
1.5,8,2,180,100,0.297292241
1.75,10,1.75,340,340,0.297306019
1.75,12,2.5,420,180,0.297384818
2.5,4,2.25,100,260,0.297406454
2.5,12,2.5,100,100,0.29749394
2.25,14,2.5,100,420,0.297582849
1.75,14,1.75,260,180,0.297808
2.25,4,2.5,340,420,0.297863458
1.5,12,2.5,420,100,0.297917959
1.5,6,2,340,420,0.297971341
1.75,14,2.5,420,420,0.298035665
2,14,2.5,180,340,0.298119564
1.5,14,2.25,100,100,0.298221086
2.25,6,2,420,340,0.298620254
2.5,14,2,420,180,0.298744486
1.75,12,2,180,100,0.298757157
1.75,8,2,340,100,0.298893668
1.5,8,1.75,100,260,0.298905668
1.5,14,2.5,340,100,0.298951675
2.25,4,2.25,260,180,0.299024007
2.5,6,2,340,100,0.299135312
2.5,12,1.75,340,340,0.299154473
1.5,10,1.75,100,180,0.299187923
1.75,14,2.5,180,180,0.299248484
2,4,2.5,100,260,0.299820471
1.75,4,2.5,260,340,0.300056163
2.5,4,2.25,340,340,0.300085913
2,14,1.75,100,340,0.300118452
2.25,4,2.5,180,180,0.300495317
2.25,12,1.75,420,260,0.300597721
1.75,4,2.5,340,180,0.300618326
2,10,1.75,340,340,0.300807192
2.5,10,1.75,340,420,0.300866309
2,14,2.5,340,100,0.301031953
2,6,2,100,340,0.301043928
2.5,12,1.75,340,260,0.301144643
1.5,12,2.5,260,420,0.301521001
1.5,14,1.75,420,180,0.301618971
2,4,2.5,260,260,0.301695754
1.75,14,2.25,420,100,0.301704581
2.5,4,2.5,180,100,0.301836838
2.25,4,2.25,100,100,0.301979298
1.75,4,2.5,180,260,0.302008178
1.5,6,2,340,180,0.302282827
2.5,4,2.25,100,100,0.302343757
2,10,1.75,260,180,0.302629794
1.5,14,2.5,100,340,0.302775951
2.25,10,1.75,420,340,0.302807062
2,14,2.5,100,420,0.302986133
1.75,14,2.25,100,100,0.303538823
2.25,14,2.25,340,100,0.303699123
2.25,4,2.25,260,340,0.303905219
2.5,14,2,100,180,0.304056596
2,8,1.75,420,260,0.304067348
1.75,10,2,260,100,0.304094455
2.5,4,2.25,100,420,0.304401049
2.25,12,1.75,260,340,0.304737957
2.5,12,1.75,100,340,0.304746725
1.75,8,2,180,100,0.304823412
1.75,6,2,340,180,0.304867845
2.5,14,1.75,260,340,0.305029423
2.25,14,2.5,100,180,0.305134528
2.5,14,2.5,340,180,0.305209867
2.25,10,1.75,340,340,0.305319901
2,10,1.75,340,260,0.305578001
2.25,12,1.75,100,260,0.305591308
2,4,2.25,260,260,0.306075235
2,6,2,340,180,0.306078845
2.5,10,1.75,420,260,0.306143013
2.5,14,2.5,180,340,0.306296178
2.5,12,2.25,340,100,0.306449801
1.75,8,1.75,180,260,0.30651498
2.25,4,2.25,100,420,0.306609005
2,14,2.5,100,180,0.306900281
1.5,6,2,180,340,0.307056289
2,4,2.25,100,100,0.307239027
1.75,14,1.75,100,180,0.307244263
2,10,2,180,100,0.307451305
2.25,4,2.25,340,340,0.307485673
2.5,10,2.25,100,100,0.307696488
2.25,10,2,340,100,0.307907457
1.75,14,2.5,340,180,0.307910586
1.5,12,1.75,260,180,0.308056221
1.5,8,1.75,180,260,0.308176065
1.75,6,2,100,340,0.308401378
2.25,4,2.25,100,260,0.308514175
1.5,12,1.75,260,260,0.30861527
2,8,2,100,100,0.308625191
2,12,2.5,260,100,0.308822603
2.5,14,1.75,180,260,0.308940311
2.25,14,2.5,340,100,0.309368963
2,14,2,420,100,0.309469018
2,6,2,420,340,0.309518442
2,8,2,340,100,0.309883434
1.75,8,1.75,100,260,0.310074932
1.5,12,2.5,180,100,0.310368378
1.75,12,2.5,260,100,0.310381266
1.5,12,2.5,100,180,0.310620154
2,4,2.5,340,420,0.310752565
2.25,14,1.75,420,260,0.310763976
1.5,12,2.5,100,260,0.310935133
2.5,14,2.25,180,180,0.311066864
2,14,1.75,260,260,0.311176246
1.5,10,1.75,180,340,0.31143369
2.5,10,1.75,340,340,0.311565036
2.25,8,1.75,420,260,0.311566718
1.75,12,2,260,100,0.311644207
2,14,2.25,180,100,0.311729052
1.5,12,2.5,340,100,0.311914746
2.25,12,2.5,260,100,0.31191877
1.5,8,1.75,340,180,0.311977342
1.5,12,2.5,340,340,0.312128849
2.25,6,2,340,180,0.312152705
1.75,8,1.75,260,260,0.31219433
1.75,14,2.5,100,180,0.312414271
2,8,1.75,180,260,0.312443254
1.75,14,2,340,100,0.312909477
2.5,12,2,340,100,0.312955176
2.5,12,1.75,420,260,0.313356365
1.5,8,1.75,260,260,0.313406706
1.75,14,2.5,100,420,0.313600028
2.5,10,1.75,420,340,0.313803674
2.25,8,2,420,100,0.314428777
2,6,2,260,340,0.314474376
2,4,2.5,100,420,0.314544038
2.5,4,2.5,340,100,0.31458784
2.5,12,2.25,260,100,0.314638164
2.25,14,1.75,340,260,0.314957101
2,12,1.75,340,180,0.314988337
1.75,4,2.5,420,420,0.315042793
2.5,14,2.5,100,420,0.31507807
1.5,10,1.75,260,260,0.315327764
1.75,10,1.75,340,180,0.315339512
1.75,8,1.75,340,180,0.315617833
2,14,2.5,340,260,0.316131596
2.5,14,2.5,180,180,0.316147514
2.25,10,1.75,340,260,0.316230278
1.75,12,1.75,420,180,0.31643884
1.75,4,2.25,180,340,0.316513238
2,4,2.25,420,260,0.316841039
1.75,8,1.75,340,260,0.317034415
2,10,2,100,100,0.317191286
2.5,8,1.75,340,420,0.317206881
1.5,6,2,420,420,0.317324963
2.25,4,2.5,180,100,0.317466437
1.5,14,2.5,180,420,0.317700884
2,8,1.75,340,260,0.317760805
1.75,12,1.75,180,180,0.31797315
2,4,2.25,260,180,0.317973694
1.75,10,1.75,260,260,0.31813392
2.5,10,1.75,180,260,0.318300044
2,14,2.25,420,100,0.318430397
1.5,8,1.75,420,180,0.318663042
2.5,4,2.25,180,180,0.318685037
1.75,10,1.75,180,340,0.319036114
1.75,10,1.75,100,180,0.319137882
1.75,4,2.5,420,100,0.31922383
2,14,2.5,260,100,0.319904495
2.5,12,1.75,260,340,0.319966844
1.75,12,1.75,260,260,0.320171793
1.5,14,2.5,340,420,0.320256619
2,8,1.75,420,340,0.320344391
2.5,8,1.75,180,420,0.320528394
2.25,8,1.75,180,420,0.320561654
2.25,8,1.75,340,420,0.320596022
2,14,1.75,180,180,0.320715723
2,8,1.75,260,260,0.320725825
2,10,1.75,180,340,0.320745663
2.5,4,2.5,180,420,0.320789406
2.25,14,1.75,100,260,0.321032079
1.75,12,1.75,260,180,0.321128997
2,8,2,180,100,0.321496795
1.75,4,2.5,420,340,0.321752307
2.25,10,1.75,100,340,0.321857092
1.5,8,1.75,180,340,0.322359761
1.75,4,2.25,260,260,0.322395214
1.75,8,1.75,420,180,0.322414162
2.25,8,1.75,180,340,0.322617543
1.5,12,1.75,100,180,0.322630703
1.5,8,1.75,340,260,0.322799158
1.75,8,1.75,180,340,0.322820849
1.75,8,1.75,420,340,0.322827582
2,8,1.75,180,340,0.322901067
1.5,10,1.75,100,260,0.323054217
2.25,10,1.75,260,180,0.323641831
1.75,14,2.5,260,100,0.323897506
2.5,4,2.25,420,180,0.324119795
1.5,4,2.5,340,340,0.324268701
2.5,8,1.75,420,260,0.324278252
2.25,8,1.75,340,260,0.324366233
2.5,4,2.25,180,260,0.324476194
2,8,1.75,100,260,0.32452277
1.75,14,2,100,100,0.324688221
2.5,4,2.25,420,340,0.324781625
1.75,4,2.5,100,260,0.325061579
2.25,12,2,420,100,0.325089265
2,14,2,180,100,0.325099314
2.5,14,2.5,100,180,0.325396622
1.5,14,1.5,180,340,0.325442527
2,4,2.5,180,180,0.325631592
2,10,2,260,100,0.325649344
2,12,2,180,100,0.32584548
1.5,4,2.5,260,420,0.326238768
1.75,8,1.75,180,420,0.326290771
1.75,4,2.5,340,260,0.326467526
2.25,8,1.75,260,420,0.326617116
1.75,14,2.5,340,260,0.326633382
1.75,14,2.5,180,340,0.326783322
2,4,2.5,100,180,0.326836054
2.25,14,1.75,100,340,0.32716753
2.25,8,1.75,420,340,0.327188013
1.5,8,1.75,180,420,0.327332823
2.5,8,1.75,180,340,0.327422246
1.5,12,2.5,340,260,0.327500866
1.5,8,1.75,420,340,0.327658837
2.5,8,1.75,260,420,0.327765619
2.5,12,1.75,100,260,0.327920187
2.25,8,2,100,100,0.328050381
2.5,10,2,340,100,0.328356351
2.5,6,2,340,180,0.328438521
2,8,1.75,260,420,0.32856839
1.5,14,2.5,260,340,0.328581164
1.5,10,1.75,420,180,0.328851416
2.25,8,1.75,260,260,0.329078951
2,8,1.75,180,420,0.329111442
2,4,2.25,100,420,0.329119736
2.25,8,1.75,180,260,0.329157092
2.25,8,1.75,100,340,0.329272555
2,14,2.25,100,100,0.329325144
2.25,4,2.5,340,100,0.329984945
2.5,4,2.5,260,100,0.330001265
2,4,2.25,260,340,0.330043636
1.5,10,1.75,180,180,0.330335036
1.5,4,2.5,100,100,0.330337207
2.25,10,1.75,180,340,0.330436734
2,12,2,260,100,0.330482606
1.75,8,1.75,260,420,0.330487162
2.25,14,2.5,180,260,0.330588567
2.5,8,1.75,340,260,0.330592667
1.75,8,1.75,340,420,0.33067251
2.25,4,2.25,420,340,0.330687845
1.5,12,2.5,420,180,0.330861729
2,14,2,260,100,0.330958232
1.75,4,2.5,180,340,0.331125053
2,10,1.75,260,260,0.331177115
2.25,10,2,180,100,0.331214506
2,4,2.25,180,420,0.331330589
2,8,1.75,420,180,0.33133543
1.5,14,2.5,260,260,0.331376493
2.5,10,1.75,180,340,0.331497019
1.75,14,1.75,420,180,0.331574313
2,8,1.75,340,180,0.331603737
1.5,14,2.5,180,180,0.331610776
2.25,4,2.5,180,420,0.331727634
2,4,2.25,340,340,0.331757786
2,4,2.5,180,100,0.331910331
1.5,8,1.75,100,180,0.332005729
2,4,2.25,100,260,0.332082223
2,14,1.75,260,180,0.332102241
2,8,1.75,340,420,0.332181032
2.25,14,2.5,260,100,0.332216626
2.25,12,2,100,100,0.33229098
